provincia;municipio;estacion;magnitud;punto_muestreo;ano;mes;dia;h01;v01;h02;v02;h03;v03;h04;v04;h05;v05;h06;v06;h07;v07;h08;v08;h09;v09;h10;v10;h11;v11;h12;v12;h13;v13;h14;v14;h15;v15;h16;v16;h17;v17;h18;v18;h19;v19;h20;v20;h21;v21;h22;v22;h23;v23;h24;v24
28;45;2;6;28045002_6_48;2020;3;28;0.7;V;0.7;V;0.6;V;0.6;V;0.6;V;0.7;V;0.7;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.7;V;0.7;V
28;45;2;7;28045002_7_8;2020;3;28;1;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;2;V;3;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;45;2;8;28045002_8_8;2020;3;28;10;V;8;V;8;V;8;V;10;V;18;V;19;V;12;V;7;V;7;V;6;V;5;V;4;V;4;V;4;V;4;V;3;V;6;V;8;V;9;V;11;V;11;V;8;V;10;V
28;45;2;10;28045002_10_49;2020;3;28;10;V;16;V;18;V;13;V;9;V;11;V;9;V;4;V;7;V;14;V;11;V;7;V;5;V;7;V;4;V;2;V;2;V;3;V;6;V;10;V;10;V;9;V;7;V;11;V
28;45;2;12;28045002_12_8;2020;3;28;12;V;10;V;10;V;10;V;12;V;21;V;22;V;16;V;10;V;11;V;8;V;8;V;6;V;6;V;7;V;6;V;5;V;8;V;10;V;11;V;13;V;13;V;10;V;12;V
28;45;2;14;28045002_14_6;2020;3;28;52;V;52;V;54;V;54;V;51;V;48;V;47;V;54;V;56;V;56;V;64;V;68;V;69;V;68;V;68;V;69;V;72;V;71;V;66;V;65;V;61;V;59;V;62;V;57;V
28;47;2;1;28047002_1_38;2020;3;28;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;47;2;7;28047002_7_8;2020;3;28;4;V;3;V;2;V;4;V;3;V;12;V;21;V;12;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;3;V
28;47;2;8;28047002_8_8;2020;3;28;40;V;32;V;31;V;30;V;28;V;37;V;42;V;32;V;13;V;6;V;6;V;6;V;6;V;6;V;6;V;7;V;8;V;10;V;14;V;25;V;32;V;29;V;27;V;26;V
28;47;2;9;28047002_9_49;2020;3;28;31;V;29;V;17;V;15;V;15;V;14;V;12;V;11;V;11;V;4;V;2;V;3;V;3;V;3;V;4;V;3;V;2;V;5;V;7;V;9;V;21;V;21;V;26;V;22;V
28;47;2;12;28047002_12_8;2020;3;28;46;V;37;V;35;V;36;V;33;V;56;V;74;V;50;V;17;V;8;V;8;V;8;V;9;V;8;V;8;V;9;V;10;V;12;V;16;V;27;V;36;V;32;V;30;V;30;V
28;47;2;14;28047002_14_6;2020;3;28;13;V;17;V;19;V;18;V;12;V;5;V;7;V;27;V;73;V;86;V;88;V;91;V;91;V;90;V;92;V;96;V;100;V;99;V;89;V;71;V;48;V;44;V;40;V;34;V
28;47;2;20;28047002_20_59;2020;3;28;1;V;1.1;V;1;V;0.8;V;1;V;1;V;1;V;0.9;V;0.6;V;0.3;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.4;V;0.4;V;0.8;V;1.5;V;1.2;V;1.2;V;1;V
28;47;2;30;28047002_30_59;2020;3;28;1.1;V;1;V;0.7;V;0.6;V;0.7;V;0.7;V;0.6;V;0.5;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.6;V;1.2;V;1.4;V;1.6;V;1.3;V
28;47;2;42;28047002_42_2;2020;3;28;1.3;V;1.3;V;1.3;V;1.3;V;1.4;V;1.3;V;1.3;V;1.3;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.2;V;1.3;V;1.3;V;1.3;V;1.3;V;1.3;V
28;47;2;44;28047002_44_2;2020;3;28;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;47;2;431;28047002_431_59;2020;3;28;0.3;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.2;V;0.4;V;0.4;V;0.3;V;0.3;V
28;49;3;7;28049003_7_8;2020;3;28;2;V;2;V;2;V;2;V;2;V;3;V;4;V;6;V;6;V;5;V;3;V;4;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;4;V
28;49;3;8;28049003_8_8;2020;3;28;19;V;16;V;22;V;20;V;20;V;20;V;17;V;17;V;16;V;12;V;9;V;9;V;8;V;8;V;7;V;6;V;5;V;7;V;12;V;16;V;24;V;30;V;41;V;40;V
28;49;3;9;28049003_9_49;2020;3;28;30;V;16;V;12;V;15;V;13;V;11;V;10;V;8;V;6;V;3;V;7;V;3;V;2;V;4;V;6;V;6;V;4;V;8;V;6;V;4;V;4;V;5;V;13;V;11;V
28;49;3;10;28049003_10_49;2020;3;28;14;V;16;V;15;V;16;V;16;V;14;V;10;V;9;V;14;V;13;V;5;V;9;V;7;V;9;V;4;V;6;V;2;V;4;V;3;V;2;V;7;V;5;V;8;V;19;V
28;49;3;12;28049003_12_8;2020;3;28;22;V;19;V;25;V;23;V;23;V;24;V;23;V;26;V;25;V;19;V;13;V;14;V;11;V;11;V;11;V;9;V;8;V;9;V;14;V;19;V;27;V;33;V;45;V;45;V
28;49;3;14;28049003_14_6;2020;3;28;36;V;29;V;20;V;18;V;17;V;16;V;19;V;26;V;42;V;53;V;78;V;89;V;89;V;92;V;92;V;93;V;95;V;93;V;85;V;76;V;67;V;58;V;31;V;17;V
28;5;2;1;28005002_1_38;2020;3;28;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;5;V;3;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;2;V;3;V;3;V;2;V
28;5;2;6;28005002_6_48;2020;3;28;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.5;V;0.7;V;0.6;V;0.5;V
28;5;2;7;28005002_7_8;2020;3;28;2;V;1;V;2;V;3;V;1;V;3;V;4;V;5;V;6;V;5;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;3;V;1;V;3;V
28;5;2;8;28005002_8_8;2020;3;28;28;V;21;V;21;V;24;V;17;V;23;V;24;V;19;V;17;V;16;V;7;V;6;V;6;V;5;V;6;V;4;V;5;V;6;V;11;V;21;V;26;V;48;V;37;V;40;V
28;5;2;9;28005002_9_49;2020;3;28;14;V;16;V;13;V;10;V;12;V;9;V;8;V;8;V;6;V;7;V;7;V;6;V;7;V;6;V;5;V;6;V;5;V;6;V;6;V;6;V;7;V;12;V;14;V;15;V
28;5;2;10;28005002_10_49;2020;3;28;17;V;21;V;19;V;16;V;11;V;9;V;11;V;16;V;19;V;23;V;20;V;15;V;7;V;4;V;7;V;5;V;5;V;4;V;3;V;5;V;7;V;8;V;11;V;12;V
28;5;2;12;28005002_12_8;2020;3;28;31;V;23;V;24;V;29;V;19;V;27;V;30;V;27;V;26;V;23;V;9;V;8;V;8;V;8;V;8;V;6;V;7;V;8;V;13;V;23;V;28;V;53;V;39;V;44;V
28;5;2;14;28005002_14_6;2020;3;28;22;V;29;V;26;V;16;V;28;V;20;V;19;V;32;V;43;V;53;V;89;V;93;V;97;V;101;V;101;V;103;V;102;V;98;V;86;V;71;V;62;V;27;V;33;V;23;V
28;58;4;7;28058004_7_8;2020;3;28;1;V;1;V;1;V;1;V;2;V;2;V;5;V;7;V;9;V;3;V;2;V;2;V;1;V;1;V;2;V;3;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V
28;58;4;8;28058004_8_8;2020;3;28;23;V;22;V;22;V;29;V;37;V;37;V;41;V;39;V;36;V;24;V;18;V;17;V;16;V;17;V;16;V;16;V;15;V;14;V;15;V;23;V;29;V;25;V;24;V;20;V
28;58;4;10;28058004_10_49;2020;3;28;9;V;9;V;11;V;15;V;18;V;16;V;16;V;19;V;21;V;13;V;9;V;5;V;6;V;7;V;6;V;6;V;5;V;5;V;4;V;6;V;15;V;15;V;12;V;11;V
28;58;4;12;28058004_12_8;2020;3;28;25;V;24;V;24;V;31;V;40;V;40;V;49;V;50;V;49;V;29;V;21;V;20;V;18;V;19;V;19;V;21;V;17;V;16;V;17;V;25;V;32;V;27;V;26;V;22;V
28;58;4;14;28058004_14_6;2020;3;28;60;V;61;V;57;V;35;V;27;V;30;V;21;V;30;V;37;V;58;V;74;V;82;V;86;V;85;V;88;V;90;V;92;V;91;V;86;V;73;V;66;V;70;V;70;V;70;V
28;58;4;20;28058004_20_59;2020;3;28;0.9;V;0.8;V;0.7;V;3;V;4.3;V;2.5;V;2.1;V;2.2;V;1.5;V;0.7;V;0.4;V;0.3;V;0.2;V;0.2;V;0.2;V;0.1;V;0.1;V;0.1;V;0.3;V;0.9;V;0.9;V;0.7;V;0.7;V;0.8;V
28;58;4;30;28058004_30_59;2020;3;28;0.5;V;0.5;V;0.5;V;0.6;V;0.7;V;0.7;V;0.7;V;0.7;V;0.6;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.7;V;0.7;V;0.7;V;0.7;V
28;58;4;42;28058004_42_2;2020;3;28;1.4;V;1.4;V;1.4;V;1.5;V;1.5;V;1.5;V;1.5;V;1.5;V;1.5;V;1.4;V;1.4;V;1.5;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.3;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V
28;58;4;44;28058004_44_2;2020;3;28;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;58;4;431;28058004_431_59;2020;3;28;0.1;V;0.2;V;0.1;V;2;V;1.5;V;0.7;V;0.5;V;0.5;V;0.3;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.3;V;0.3;V;0.2;V;0.2;V;0.2;V
28;6;4;7;28006004_7_8;2020;3;28;1;V;6;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;6;4;8;28006004_8_8;2020;3;28;29;V;23;V;26;V;18;V;13;V;11;V;14;V;9;V;8;V;6;V;5;V;5;V;5;V;5;V;5;V;5;V;4;V;5;V;10;V;18;V;19;V;14;V;15;V;12;V
28;6;4;10;28006004_10_49;2020;3;28;5;V;4;V;10;V;9;V;9;V;13;V;11;V;13;V;12;V;20;V;16;V;17;V;12;V;9;V;8;V;6;V;4;V;1;V;1;V;1;V;1;V;3;V;5;V;7;V
28;6;4;12;28006004_12_8;2020;3;28;31;V;32;V;28;V;20;V;15;V;13;V;16;V;11;V;11;V;9;V;7;V;7;V;7;V;7;V;7;V;7;V;6;V;7;V;12;V;20;V;21;V;16;V;17;V;14;V
28;6;4;14;28006004_14_6;2020;3;28;28;V;40;V;24;V;30;V;34;V;40;V;44;V;56;V;65;V;74;V;83;V;89;V;92;V;96;V;100;V;102;V;101;V;99;V;91;V;79;V;74;V;73;V;68;V;70;V
28;6;4;20;28006004_20_59;2020;3;28;4.5;V;3.8;V;2.1;V;3.9;V;1.3;V;1;V;1.4;V;0.6;V;0.5;V;0.4;V;0.7;V;0.7;V;0.3;V;2.6;V;3;V;1.3;V;0.3;V;0.3;V;0.3;V;0.5;V;0.4;V;0.6;V;2;V;2.2;V
28;6;4;30;28006004_30_59;2020;3;28;0.6;V;0.6;V;0.6;V;0.6;V;0.6;V;0.5;V;0.5;V;0.5;V;0.5;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.4;V;0.5;V;0.5;V;0.5;V
28;6;4;42;28006004_42_2;2020;3;28;1.5;V;1.6;V;1.6;V;1.6;V;1.5;V;1.4;V;1.5;V;1.4;V;1.4;V;1.3;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V;1.4;V
28;6;4;44;28006004_44_2;2020;3;28;0.1;V;0.1;V;0.2;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V;0.1;V
28;6;4;431;28006004_431_59;2020;3;28;1.7;V;1.8;V;0.9;V;1.6;V;0.6;V;0.4;V;0.5;V;0.2;V;0.2;V;0.2;V;0.3;V;0.3;V;0.2;V;0.5;V;0.4;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.2;V;0.7;V;0.7;V
28;65;14;7;28065014_7_8;2020;3;28;1;V;1;V;1;V;2;V;6;V;5;V;41;V;27;V;4;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V
28;65;14;8;28065014_8_8;2020;3;28;30;V;22;V;37;V;38;V;50;V;45;V;48;V;38;V;13;V;9;V;9;V;9;V;6;V;6;V;4;V;4;V;5;V;8;V;14;V;29;V;29;V;36;V;38;V;48;V
28;65;14;9;28065014_9_49;2020;3;28;12;V;6;V;12;V;14;V;16;V;13;V;11;V;13;V;7;V;5;V;2;V;2;V;7;V;2;V;2;V;2;V;5;V;1;V;1;V;18;V;22;V;11;V;12;V;18;V
28;65;14;10;28065014_10_49;2020;3;28;17;V;19;V;11;V;8;V;13;V;16;V;16;V;17;V;20;V;13;V;10;V;9;V;9;V;8;V;7;V;9;V;5;V;6;V;3;V;4;V;7;V;12;V;16;V;18;V
28;65;14;12;28065014_12_8;2020;3;28;32;V;24;V;39;V;41;V;59;V;53;V;111;V;78;V;18;V;13;V;12;V;12;V;8;V;8;V;6;V;6;V;8;V;10;V;16;V;31;V;31;V;38;V;40;V;51;V
28;65;14;14;28065014_14_6;2020;3;28;37;V;40;V;18;V;11;V;3;V;6;V;3;V;18;V;54;V;63;V;78;V;77;V;86;V;90;V;95;V;96;V;97;V;96;V;81;V;60;V;56;V;45;V;37;V;20;V
28;67;1;7;28067001_7_8;2020;3;28;1;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;4;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;67;1;8;28067001_8_8;2020;3;28;6;V;6;V;5;V;4;V;5;V;8;V;10;V;9;V;9;V;4;V;3;V;4;V;3;V;3;V;3;V;3;V;3;V;4;V;8;V;12;V;13;V;12;V;11;V;8;V
28;67;1;10;28067001_10_49;2020;3;28;17;V;16;V;13;V;15;V;12;V;14;V;11;V;18;V;8;V;3;V;2;V;8;V;7;V;9;V;4;V;4;V;5;V;2;V;4;V;6;V;10;V;16;V;17;V;16;V
28;67;1;12;28067001_12_8;2020;3;28;8;V;8;V;7;V;6;V;7;V;11;V;12;V;13;V;15;V;6;V;5;V;6;V;5;V;5;V;5;V;5;V;5;V;6;V;10;V;15;V;16;V;14;V;13;V;10;V
28;67;1;14;28067001_14_6;2020;3;28;37;V;30;V;30;V;32;V;26;V;24;V;20;V;35;V;51;V;87;V;97;V;97;V;95;V;94;V;95;V;96;V;96;V;96;V;86;V;77;V;67;V;58;V;58;V;45;V
28;7;4;7;28007004_7_8;2020;3;28;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;7;4;8;28007004_8_8;2020;3;28;12;V;9;V;6;V;5;V;12;V;22;V;21;V;19;V;17;V;13;V;6;V;5;V;5;V;5;V;4;V;3;V;3;V;3;V;6;V;18;V;19;V;23;V;16;V;11;V
28;7;4;9;28007004_9_49;2020;3;28;2;V;3;V;6;V;6;V;4;V;7;V;8;V;8;V;7;V;9;V;8;V;2;V;3;V;7;V;3;V;4;V;4;V;6;V;5;V;5;V;3;V;3;V;1;V;1;V
28;7;4;12;28007004_12_8;2020;3;28;14;V;11;V;8;V;7;V;14;V;24;V;23;V;22;V;22;V;16;V;8;V;7;V;7;V;7;V;6;V;5;V;5;V;5;V;8;V;20;V;21;V;25;V;18;V;13;V
28;7;4;14;28007004_14_6;2020;3;28;53;V;54;V;60;V;62;V;53;V;36;V;36;V;41;V;46;V;58;V;77;V;84;V;84;V;84;V;86;V;89;V;90;V;89;V;84;V;67;V;56;V;56;V;60;V;62;V
28;74;7;7;28074007_7_8;2020;3;28;1;V;6;V;1;V;2;V;2;V;20;V;21;V;7;V;6;V;4;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;3;V;1;V;1;V
28;74;7;8;28074007_8_8;2020;3;28;21;V;21;V;19;V;21;V;22;V;42;V;44;V;28;V;21;V;14;V;10;V;9;V;8;V;7;V;6;V;5;V;6;V;8;V;15;V;28;V;35;V;36;V;33;V;33;V
28;74;7;9;28074007_9_49;2020;3;28;10;V;11;V;12;V;11;V;15;V;21;V;14;V;16;V;11;V;6;V;1;V;4;V;4;V;4;V;6;V;5;V;4;V;3;V;4;V;6;V;10;V;11;V;10;V;12;V
28;74;7;10;28074007_10_49;2020;3;28;5;V;17;V;10;V;7;V;16;V;17;V;26;V;19;V;11;V;8;V;11;V;6;V;6;V;6;V;5;V;8;V;7;V;10;V;3;V;9;V;12;V;11;V;12;V;16;V
28;74;7;12;28074007_12_8;2020;3;28;23;V;31;V;21;V;24;V;25;V;73;V;76;V;38;V;30;V;19;V;13;V;11;V;10;V;9;V;8;V;7;V;8;V;10;V;17;V;32;V;39;V;40;V;36;V;35;V
28;74;7;14;28074007_14_6;2020;3;28;33;V;32;V;31;V;23;V;16;V;4;V;5;V;26;V;43;V;59;V;72;V;82;V;83;V;88;V;92;V;94;V;93;V;92;V;81;V;57;V;41;V;40;V;39;V;32;V
28;80;3;7;28080003_7_8;2020;3;28;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;80;3;8;28080003_8_8;2020;3;28;18;V;21;V;18;V;20;V;17;V;17;V;16;V;10;V;7;V;7;V;5;V;6;V;6;V;6;V;6;V;6;V;5;V;5;V;6;V;10;V;15;V;14;V;13;V;7;V
28;80;3;10;28080003_10_49;2020;3;28;10;V;15;V;15;V;16;V;14;V;14;V;12;V;10;V;6;V;6;V;2;V;2;V;1;V;3;V;3;V;6;V;5;V;6;V;3;V;5;V;11;V;8;V;9;V;6;V
28;80;3;12;28080003_12_8;2020;3;28;20;V;23;V;20;V;22;V;19;V;19;V;18;V;13;V;9;V;10;V;7;V;8;V;8;V;8;V;8;V;9;V;7;V;7;V;8;V;12;V;17;V;16;V;15;V;9;V
28;80;3;14;28080003_14_6;2020;3;28;49;V;46;V;44;V;36;V;44;V;41;V;40;V;51;V;62;V;66;V;82;V;86;V;87;V;88;V;91;V;93;V;91;V;88;V;80;V;73;V;69;V;67;V;67;V;70;V
28;9;1;7;28009001_7_8;2020;3;28;1;V;1;V;1;V;1;V;1;V;1;V;2;V;2;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;9;1;8;28009001_8_8;2020;3;28;9;V;7;V;6;V;6;V;8;V;8;V;8;V;6;V;6;V;4;V;4;V;4;V;4;V;3;V;4;V;4;V;5;V;6;V;11;V;11;V;13;V;11;V;11;V;9;V
28;9;1;9;28009001_9_49;2020;3;28;11;V;8;V;4;V;10;V;13;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;4;V;2;V;1;V;1;V;1;V;6;V;14;V;4;V;1;V
28;9;1;12;28009001_12_8;2020;3;28;11;V;9;V;8;V;8;V;10;V;10;V;11;V;9;V;9;V;6;V;6;V;6;V;6;V;5;V;6;V;6;V;7;V;8;V;13;V;13;V;15;V;13;V;13;V;11;V
28;9;1;14;28009001_14_6;2020;3;28;57;V;61;V;56;V;53;V;52;V;47;V;46;V;50;V;59;V;71;V;81;V;85;V;87;V;86;V;88;V;90;V;92;V;88;V;82;V;78;V;73;V;73;V;74;V;73;V
28;92;5;1;28092005_1_38;2020;3;28;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;6;28092005_6_48;2020;3;28;0.4;V;0.4;V;0.3;V;0.4;V;0.3;V;0.4;V;0.4;V;0.4;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.3;V;0.4;V;0.4;V;0.3;V;0.4;V
28;92;5;7;28092005_7_8;2020;3;28;1;V;1;V;1;V;1;V;1;V;1;V;2;V;3;V;4;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;92;5;8;28092005_8_8;2020;3;28;30;V;19;V;15;V;19;V;15;V;24;V;28;V;24;V;19;V;16;V;9;V;7;V;6;V;7;V;6;V;6;V;6;V;6;V;8;V;17;V;26;V;32;V;25;V;28;V
28;92;5;10;28092005_10_49;2020;3;28;13;V;16;V;13;V;10;V;12;V;14;V;15;V;11;V;12;V;10;V;4;V;2;V;6;V;5;V;4;V;6;V;7;V;3;V;3;V;5;V;11;V;12;V;14;V;11;V
28;92;5;12;28092005_12_8;2020;3;28;32;V;21;V;17;V;22;V;17;V;26;V;31;V;29;V;25;V;21;V;11;V;9;V;8;V;9;V;8;V;8;V;8;V;8;V;10;V;19;V;28;V;34;V;27;V;30;V
28;92;5;14;28092005_14_6;2020;3;28;27;V;42;V;42;V;39;V;38;V;32;V;34;V;39;V;51;V;61;V;80;V;86;V;88;V;89;V;90;V;92;V;93;V;92;V;86;V;63;V;54;V;47;V;55;V;50;V
28;102;1;1;28102001_1_38;2020;3;29;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;2;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;6;28102001_6_48;2020;3;29;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V;0.5;V
28;102;1;7;28102001_7_8;2020;3;29;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;102;1;8;28102001_8_8;2020;3;29;4;V;4;V;3;V;3;V;4;V;5;V;7;V;6;V;6;V;5;V;3;V;3;V;5;V;4;V;3;V;3;V;3;V;3;V;5;V;3;V;3;V;4;V;3;V;3;V
28;102;1;10;28102001_10_49;2020;3;29;9;V;8;V;6;V;9;V;6;V;10;V;7;V;3;V;2;V;3;V;1;V;3;V;7;V;12;V;7;V;11;V;10;V;6;V;9;V;10;V;10;V;6;V;8;V;14;V
28;102;1;12;28102001_12_8;2020;3;29;6;V;6;V;5;V;5;V;6;V;7;V;9;V;8;V;8;V;7;V;5;V;5;V;7;V;6;V;5;V;5;V;5;V;5;V;7;V;5;V;5;V;6;V;5;V;5;V
28;102;1;14;28102001_14_6;2020;3;29;75;V;73;V;70;V;66;V;63;V;60;V;56;V;52;V;55;V;65;V;87;V;92;V;93;V;97;V;98;V;98;V;100;V;100;V;91;V;88;V;86;V;77;V;83;V;82;V
28;120;1;7;28120001_7_8;2020;3;29;1;V;1;V;;N;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;120;1;8;28120001_8_8;2020;3;29;2;V;2;V;;N;2;V;2;V;2;V;2;V;3;V;3;V;2;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;3;V;4;V;3;V;3;V;3;V
28;120;1;9;28120001_9_49;2020;3;29;15;V;9;V;;N;4;V;3;V;1;V;7;V;3;V;12;V;10;V;4;V;1;V;3;V;8;V;5;V;4;V;4;V;14;V;5;V;2;V;4;V;6;V;5;V;7;V
28;120;1;10;28120001_10_49;2020;3;29;4;V;4;V;;N;6;V;2;V;4;V;8;V;5;V;5;V;11;V;11;V;6;V;5;V;7;V;6;V;6;V;6;V;7;V;8;V;10;V;5;V;7;V;6;V;4;V
28;120;1;12;28120001_12_8;2020;3;29;4;V;4;V;;N;4;V;4;V;4;V;4;V;5;V;5;V;4;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;5;V;6;V;5;V;5;V;5;V
28;120;1;14;28120001_14_6;2020;3;29;75;V;76;V;;N;80;V;80;V;78;V;83;V;95;V;103;V;102;V;101;V;103;V;106;V;106;V;107;V;106;V;105;V;102;V;101;V;99;V;98;V;95;V;97;V;98;V
28;123;2;7;28123002_7_8;2020;3;29;2;V;2;V;2;V;2;V;2;V;2;V;3;V;5;V;4;V;4;V;3;V;3;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V;1;V
28;123;2;8;28123002_8_8;2020;3;29;22;V;21;V;21;V;17;V;15;V;17;V;16;V;12;V;9;V;9;V;9;V;10;V;6;V;3;V;3;V;3;V;2;V;3;V;5;V;17;V;25;V;9;V;4;V;5;V
28;123;2;10;28123002_10_49;2020;3;29;27;V;23;V;29;V;23;V;20;V;15;V;16;V;12;V;10;V;7;V;7;V;8;V;8;V;4;V;3;V;3;V;3;V;4;V;6;V;9;V;16;V;19;V;10;V;13;V
28;123;2;12;28123002_12_8;2020;3;29;25;V;24;V;24;V;20;V;18;V;19;V;21;V;19;V;16;V;14;V;13;V;15;V;8;V;5;V;5;V;5;V;4;V;5;V;7;V;19;V;27;V;11;V;6;V;7;V
28;123;2;14;28123002_14_8;2020;3;29;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N;;N
